Address,Postcode,X,Y,Recommendation,RecommendationCode,Date,Hash,LocalAuthority
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Add optimum start/stop to the heating system.,EPC-H7,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Replace tungsten GLS spotlights with low-voltage tungsten halogen: Payback period dependent on hours of use.,EPC-L4,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Add local time control to heating system.,EPC-H5,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Add local time control to heating system.,EPC-H5,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-C1,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Add local temperature control to the heating system.,EPC-H6,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Consider installing building mounted wind turbine(s).,EPC-R2,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Add optimum start/stop to the heating system.,EPC-H7,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Consider installing solar water heating.,EPC-R3,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
815 Rochdale Road,M95XD,-2.21661967022767,53.5095756861217,Add weather compensation controls to heating system.,EPC-H8,2010-08-19,5c052cd8bca9cf6dfcf9665bba0a2f0077b1504dfcf6f1be454b50cd88187461,Manchester
"Kaufman & Co, 785 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2012-09-04,b7091f701e4180adbee8fc7f60332cb23741aea49fe74fc768fc2c751d20b682,Manchester
"Macsen Lamps, 813 Rochdale Road",M95XD,-2.21661967022767,53.5095756861217,NA,NA,2016-02-12,3c0c42f7a68a31d8e851f25542795c13d9ca1d919c90fdc54097c1029251bc70,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Add local time control to heating system.,EPC-H5,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Add weather compensation controls to heating system.,EPC-H8,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Add optimum start/stop to the heating system.,EPC-H7,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Consider installing building mounted wind turbine(s).,EPC-R2,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Some loft spaces are poorly insulated - install/improve insulation.,EPC-E6,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"Beechmount Resource Centre, Beech Mount",M95XS,-2.21657837492424,53.5103487801518,Add local temperature control to the heating system.,EPC-H6,2014-10-02,6f839daf7e211497145a951b3c5e1bcccb780b7f5bf694669e415de15ee3d349,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,"Add insulation to solid external walls and party walls if unheated to the other side.  Solid wall insulation involves adding a layer of insulation to either the inside or the outside surface of the external walls, which reduces heat loss and lowers fuel bills.  Internal insulation is best applied when rooms require redecorating/ refurbishment.  External solid wall insulation is the application of an insulant and a weather-protective finish to the outside of the wall. This may improve the look of the building, particularly where existing brickwork or rendering is poor, and will provide long-lasting weather protection.  It should be noted that planning permission might be required.",USER,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"Ladbrokes Plc, 1160 Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,NA,NA,2013-04-29,05d570d946ff79b30511363ecf0e3bc4daa61dc757293d94652dde71fff4e157,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,"Install cavity fill wall insulation to the side and rear walls of 1168, and to the front/ side walls of 1166.  Cavity wall insulation involves filling the gap between the inner and outer layers of external walls with an insulating material, which significantly reduces heat loss; this will improve levels of comfort, reduce energy use and lower fuel bills. The insulation material is pumped into the gap through small holes that are drilled into the outer walls, and the holes are made good afterwards. As specialist machinery is used to fill the cavity, a professional installation company should carry out this work, and they should carry out a thorough survey before commencing work to ensure that this type of insulation is suitable for the building.",USER,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,The electric wall heaters in 1166 should only be used as a backup measure as they are siginficantly more costly to run in comparison to the ceiling cassette air conditoning unit.,USER,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,"Consider installing lighting occupancy sensors to occasional usage areas such as store rooms, toilets, kitchens, corridors. This will ensure that the lights are automatically turned off after a short period which is an especially good energy saving measure for circulation areas.  This generally has a two-year payback reducing lighting energy usage by around 30%.",USER,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,"Consider installing an air source heat pump within 1168.  An air source heat pump or split system air conditioning can provide a complete heating and cooling solution.  Multi-split variable refrigerant flow systems can be used to serve several internal rooms using only one external unit.  Modern systems can now operate at very high efficiencies and typically have the same (or lower) energy usage compared to a newly installed high efficiency gas boiler system that provides heating only.  Note, planning permission may be required in some areas due to the positioning of the external heat pump fan units.",USER,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,The current concrete deck type flat roof over 1168 has very high heat loss.  The addition of 75mm PU Foam insulation at the time of roof recovering would reduce heat loss by over 10 times.  When flat roof recovering due you will be required to upgrade insulation in accordance with current building regulations.  A building notice should be submitted to the local building control authority.,USER,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
"1166-1168, Rochdale Road",M96ER,-2.20823962994807,53.5318822491259,"A building of this age and type will loose heat due to air leakage through the fabric.  It is recommended that you undertake draft proofing to all windows and doors to minimise air leakage and seal all joints between construction elements.  Any redundant ventilation openings should also be sealed.  Remove extract ventilation fans where possible if they are not required, reduce extraction rates or install heat recovery.",USER,2011-03-25,a1bc71255b4876f70354777ddff2e0b6a281fed23fa7df21577003079edd353f,Manchester
